2020-01-01,CY,5,14,7,0,-10,4,6,17,7,-13,0,-1,7,6,1,2,18,3,-3,-6,8,8,-2,14,5,-2,-23,1,-7,-2,13,-20,9,-9,14,7,21,11,11,8,-17,3,5,-14,7,-15,-8,-13,-17,0,9,-5,0,-14,6,-1,-1,-6,4,3,7,-4,0,5,4,13,-7,12,-17,9,13,1,-3,-7,-7,-5,4,2,-9,-22,1,5,0,3,-6,0,16,0,17,-5,4,9,-19,-4,2,0,11,-12,2,4
2020-01-02,BT,-1,22,13,27,-10,9,-14,1,-3,-8,8,-9,-6,-14,-1,-7,0,-10,-14,-5,-7,16,-12,-16,7,-22,0,12,-14,5,3,7,8,9,0,-2,-2,-22,4,11,-10,1,-3,-1,-7,-26,5,1,13,-12,-2,0,-22,-4,-4,-1,-4,7,-8,9,-11,15,7,10,-9,0,19,25,11,8,12,4,-5,-6,-8,-7,9,0,-11,27,-4,-3,0,-7,-2,1,-2,0,5,-7,-3,4,1,13,7,11,-6,-3,5,0
2020-01-03,AJ,-2,-3,-1,0,1,3,7,-16,-6,-2,1,0,12,-5,-17,4,1,-9,10,8,8,-17,-4,7,-2,5,7,-31,4,-2,-4,2,20,19,11,-15,0,-7,-9,4,2,7,11,-3,11,3,-7,5,5,-11,6,-3,8,13,-1,6,9,-3,-6,-8,9,-8,-18,-8,12,-14,0,0,-2,19,-8,4,-13,-2,5,1,2,-4,1,-5,-8,-14,-1,11,3,16,-10,-5,-3,8,-6,7,-3,-11,4,7,-5,-2,-6,-1
2020-01-04,AW,-27,-3,-10,3,-5,-6,3,-9,-18,-12,-5,18,10,10,-1,0,0,22,14,8,-1,16,-20,5,-12,-7,-8,20,-10,-4,-2,6,1,-15,0,-16,-11,-15,2,10,-5,12,-10,3,-8,0,-6,-5,-10,12,9,-18,11,-12,-17,-5,19,16,9,-4,16,-1,-2,2,-1,9,-6,-2,-1,13,12,3,7,0,-8,9,3,8,4,9,-19,-5,10,-6,10,6,11,9,-4,3,-2,2,-13,-5,4,-7,-8,-13,-2,-6
2020-01-05,AM,3,-8,4,2,7,1,-10,0,0,0,15,9,0,-6,0,5,9,-3,1,-8,4,17,-7,-2,-5,18,-5,7,10,-2,-1,-4,-11,14,-7,-3,2,-7,-11,6,-14,11,7,0,-5,2,-2,3,-4,-6,-11,7,0,-12,-3,-9,-10,-5,9,-2,6,-6,-4,-3,11,-12,1,7,-1,2,0,7,8,-5,9,24,-5,-25,-4,10,-21,-7,-10,6,-14,-9,1,2,11,16,16,1,0,-9,-18,-16,0,-1,5,-3
2020-01-06,DE,0,5,14,-3,-9,1,-1,20,-4,15,-6,6,-12,4,8,-13,16,-23,-8,-8,7,2,1,8,-8,0,14,5,5,-11,3,-7,7,-14,-4,-4,-7,12,-6,7,-6,-4,5,-5,5,-5,9,-13,9,14,-9,6,-2,-7,-5,-16,-1,17,-10,-2,-3,14,0,0,14,-12,-15,-22,-8,1,17,-5,18,-4,0,-6,7,4,-8,13,-31,22,6,3,1,5,8,-19,-18,-9,0,8,-13,8,-9,-17,2,14,0,10
2020-01-07,AK,-2,5,-3,2,-5,-1,2,12,0,7,-9,5,12,7,-2,3,8,-3,-3,-16,4,-8,-4,11,-8,2,11,-7,4,6,16,5,-3,9,5,4,-7,3,9,9,-5,-6,0,-11,-6,13,-13,7,-16,7,8,-1,4,-13,-12,-6,-2,0,13,0,-7,18,7,6,4,4,3,18,-12,5,4,-6,14,-4,-1,0,-11,6,4,-17,3,19,-2,1,1,-27,-11,-1,25,-23,9,-15,1,9,-5,-6,6,3,4,15
2020-01-08,BX,15,1,-19,0,4,-1,-4,3,13,16,-12,-8,-9,10,-4,26,-3,14,-15,-6,10,-1,-1,-6,-4,-3,-4,0,-10,4,-2,23,-23,4,3,14,16,-13,-5,-3,14,-2,-2,-3,3,-3,-3,7,0,6,0,-6,-3,-13,15,9,-3,15,5,17,-28,-4,-16,15,14,13,14,-16,5,-5,-5,-2,1,-8,-10,0,-17,-10,0,0,-1,3,7,-10,3,9,-20,-12,-8,0,-9,-4,-15,-10,-2,10,16,13,7,2
2020-01-09,DO,-6,19,16,-17,-14,7,-16,-10,-10,25,-23,-13,3,-3,6,-14,-1,1,-26,0,-1,-4,5,-5,0,-22,1,13,-13,7,6,-8,-9,17,-2,0,-2,2,7,-13,3,-13,0,0,3,4,-7,13,3,5,21,5,3,9,1,9,15,15,19,-16,0,29,-1,-19,-16,-11,5,-1,8,0,25,2,3,1,11,1,-1,-5,0,-14,-6,-3,-8,6,-13,14,-15,-20,7,4,0,0,-1,21,-8,-3,-19,-19,21,0
2020-01-10,AT,2,-6,6,19,0,0,-26,-7,4,4,-8,-3,11,-2,-11,21,3,0,7,11,8,2,5,-16,-16,8,0,3,5,-4,0,4,13,-9,0,8,17,-3,-10,-7,-7,5,17,7,-1,-4,1,0,-6,6,21,3,-5,5,9,0,-15,-4,3,-12,5,0,5,-5,6,-6,-21,-10,16,6,-6,-2,-2,11,-8,-4,11,-25,4,-2,16,-24,-8,24,-6,-11,16,-2,5,-11,5,-9,5,8,-10,5,2,-11,-11,2
