2020-01-01,BV,2,-8,-9,21,-4,6,-4,2,0,1,12,-10,0,2,-2,-14,9,3,-5,-8,12,2,1,6,-1,-1,-5,-16,-2,10,-9,-1,-9,3,0,-6,-8,10,-7,-1,24,-4,-1,-9,-3,-4,-6,-24,12,2,-14,19,-15,-6,4,-8,11,-2,-8,-6,2,6,-8,14,-11,10,17,11,15,3,-1,-15,-2,-2,4,1,-14,7,5,8,-2,-2,2,-18,0,4,-4,-12,8,4,7,6,-15,0,0,6,-6,2,1,-7
2020-01-02,AL,8,3,-9,-10,6,3,-19,8,-3,-23,7,12,1,-11,14,0,9,13,-13,-8,2,-7,-9,-7,-21,-7,-9,4,5,-11,20,5,6,-10,7,-12,21,-18,-12,-12,-7,6,8,-5,5,0,14,10,-6,7,-1,2,2,9,-22,3,18,-1,11,1,13,0,19,7,6,10,9,18,6,-3,19,6,6,4,-13,-5,-3,-4,6,-5,0,-6,-3,7,6,2,5,-12,11,-9,15,1,11,10,8,18,-20,8,7,8
2020-01-03,CE,12,-15,9,-2,-13,-22,13,-8,-7,5,1,-12,-7,3,2,17,-14,6,-2,-7,6,10,-3,2,-12,11,-1,-11,11,-1,3,11,2,8,-6,-7,8,-7,11,-22,-1,8,-5,2,-5,4,6,-9,16,-10,-7,-3,0,-12,-16,8,11,-12,4,-12,7,-2,0,0,-2,3,7,5,21,-7,23,-10,4,-5,4,0,17,-14,-4,9,-3,18,9,-4,-4,-1,2,-1,-14,-1,-7,-4,7,-7,0,-3,-9,0,20,-16
2020-01-04,CL,0,12,-2,-4,-8,1,14,2,19,-4,4,5,11,13,2,-6,4,-10,4,16,1,-4,-2,3,8,2,11,25,6,14,9,-2,4,-4,11,14,-9,-11,-11,0,22,-11,13,12,-24,-14,0,2,-9,-3,4,11,-13,3,6,-2,10,3,-8,-7,-10,-4,4,0,4,-8,-3,23,-4,11,7,-1,-8,12,2,0,-2,-3,5,-16,-11,-8,4,0,-19,6,-9,9,2,12,-13,-1,1,2,-5,4,1,-13,13,0
2020-01-05,BV,-1,6,0,-9,1,18,-4,9,-5,1,-5,-1,0,7,-10,0,7,10,3,-7,-3,8,-2,-7,-2,-7,3,0,1,5,9,-11,11,-2,13,-4,4,7,-12,10,-3,13,-7,1,4,8,-8,14,2,-1,5,6,4,-6,4,5,-9,17,-4,4,-2,-2,18,6,7,10,-3,-2,-9,10,0,-3,0,-12,10,-18,8,6,0,0,11,-3,-3,18,8,6,-2,0,-22,-12,4,21,-1,10,-6,-3,-22,16,0,2
2020-01-06,CZ,11,7,-13,10,-5,7,9,-7,-7,-3,1,7,11,9,-12,-13,4,5,-2,-2,11,14,-6,-11,-7,-5,3,-6,12,0,-11,-6,-9,-11,-7,2,-3,13,-4,0,-18,9,-5,-7,0,9,-2,10,13,-16,-6,-6,16,-18,-20,3,-6,-6,11,0,-2,4,6,-2,31,-2,0,4,2,6,11,-18,-10,-9,-6,-1,-2,-2,7,-12,14,14,-8,-6,-10,-3,-8,19,-21,8,16,0,-7,1,-2,-9,-4,-1,2,4
2020-01-07,AJ,-1,-20,9,-1,0,-3,4,-5,-1,-1,5,9,-6,1,10,2,1,5,1,3,-2,-1,2,-5,-18,12,-8,-9,-1,0,17,13,-15,5,10,-8,-2,-2,-19,-4,12,-20,-10,-6,6,6,-6,13,8,-2,11,-20,2,3,4,-4,12,17,-2,3,22,0,-1,6,3,1,-4,7,-15,7,-10,3,2,-10,-13,-5,5,8,3,-12,18,12,0,9,1,-13,-15,-21,-5,-5,0,-15,-11,-2,-2,1,-10,5,-8,3
2020-01-08,DI,8,1,3,-10,-7,-1,7,-18,-28,17,0,0,-8,11,-2,6,0,3,-18,2,-1,-7,-8,-11,0,9,-2,-12,10,2,-18,-18,1,6,4,4,-9,16,-1,-9,-14,-1,-1,-6,2,3,-11,17,8,-5,-23,-25,-1,12,8,3,0,-12,1,1,-6,-6,0,-9,1,-15,18,-9,1,11,0,-13,8,12,-4,-12,-1,-8,-9,-5,5,-8,-13,18,9,0,-2,-12,-8,3,0,-23,17,24,10,-3,-12,-21,1,19
2020-01-09,CQ,-3,7,-7,-1,0,13,-1,1,2,13,3,-20,8,-4,15,-9,5,-1,-4,-19,10,8,-2,8,-2,3,0,0,14,-17,0,-1,-12,-1,-7,-2,-1,-22,0,-4,-4,0,7,-5,6,8,-5,-7,-11,3,1,-4,-13,-15,3,10,2,14,0,0,-3,-4,-5,-19,-15,8,-3,12,6,3,-6,17,-15,-26,26,-13,-6,-5,6,0,-10,-2,8,12,0,9,8,12,-11,-18,7,7,-12,8,5,7,3,-19,-12,-4
2020-01-10,CR,5,-11,-23,-1,3,-6,-4,-7,0,7,3,21,1,-8,-8,-19,-8,14,14,0,15,-6,-4,6,-10,4,-1,2,-3,0,-6,4,-12,6,6,10,-4,7,3,-2,5,1,2,7,-3,1,14,-2,3,13,15,-7,13,-13,-8,33,-15,-1,7,-2,4,-13,5,-7,4,-2,6,0,7,9,-7,-7,9,0,0,11,-12,9,-5,-5,2,7,3,-1,2,5,5,15,-11,9,-9,-15,-1,12,0,-2,-16,5,9,6
2020-01-11,DR,-6,-17,8,7,8,0,-12,-5,-2,8,1,-10,-16,3,8,1,-18,-17,2,-6,-10,-3,-14,2,4,0,0,-1,-1,3,18,-15,2,-3,5,-8,-9,4,-12,2,11,12,1,12,6,3,-1,4,7,11,4,-3,6,2,-13,-6,7,-6,-10,-11,10,4,-10,-14,0,11,0,-4,7,7,-8,10,-9,-9,26,0,-20,-17,17,-11,-3,-10,-3,-13,15,-9,1,4,5,11,8,-2,16,-12,0,12,10,1,-24,-16
2020-01-12,AP,-17,-6,-5,21,0,4,1,8,11,-13,-12,16,-17,-9,15,1,-9,1,13,-8,-7,8,6,1,-3,0,7,12,1,-7,3,-1,0,-12,10,-5,-5,6,-9,-13,-14,3,-14,2,3,-12,7,5,-17,-4,0,-2,6,-9,-1,-2,-3,9,20,-13,23,-5,4,20,4,7,9,-8,20,-21,-4,3,-6,-11,-4,-4,3,0,2,-7,6,12,-3,-15,15,-15,0,-4,-7,-18,-2,-4,3,-1,-1,-6,-12,-7,7,18
2020-01-13,DI,12,4,-9,2,-4,1,-1,4,-9,-1,3,-10,-2,14,-11,-26,8,2,-13,-7,15,8,10,-10,15,-9,-13,0,2,2,-6,4,-4,8,10,-9,1,-6,-6,-7,21,17,16,0,-5,-11,2,-23,-9,-3,2,-8,-5,-3,19,15,3,17,-8,-10,3,1,21,-22,-4,0,7,10,12,7,-8,14,5,8,5,2,0,-9,1,10,4,5,5,8,-12,-6,-5,7,-5,6,1,-7,-2,5,-12,13,11,-13,0,-8
2020-01-14,CH,-18,-3,8,11,-3,2,8,-5,0,0,-1,0,-9,-3,3,-2,1,1,14,9,-7,1,-1,-6,6,-5,-13,-9,-22,15,15,1,14,-10,19,-4,7,5,13,-13,-19,-5,0,-6,-7,-24,12,-4,-13,3,14,3,3,25,11,1,1,4,12,15,0,-2,3,2,3,5,4,12,-7,6,-1,0,3,-12,-13,-2,0,-8,-5,-2,-4,-1,-14,-11,0,3,-8,0,1,10,-2,2,0,0,10,32,-12,0,-16,12
